name, Duration, W, L, ERA, G, GS, SV, IP, H, ER, BB, SO, WHIP
Mike Soroka, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mike Soroka, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Gregory Soto, Last 7 Games, 0, 0, 1.69, 7, 0, 2, 5.1, 5, 1, 3, 7, 1.50
Gregory Soto, Last 15 Games, 0, 1, 5.25, 15, 0, 2, 12.0, 12, 7, 6, 17, 1.50
Gregory Soto, Last 30 Games, 0, 1, 3.38, 21, 0, 2, 18.2, 13, 7, 7, 25, 1.07
Glenn Sparkman, Last 7 Games, 0, 0, 5.40, 4, 0, 0, 5.0, 9, 3, 1, 2, 2.00
Glenn Sparkman, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Glenn Sparkman, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Gabe Speier, Last 7 Games, 0, 1, 5.40, 7, 0, 0, 5.0, 6, 3, 4, 5, 2.00
Gabe Speier, Last 15 Games, 0, 1, 7.94, 8, 0, 0, 5.2, 9, 5, 4, 6, 2.29
Gabe Speier, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jeffrey Springs, Last 7 Games, 0, 1, 5.56, 7, 0, 0, 11.1, 17, 7, 3, 11, 1.76
Jeffrey Springs, Last 15 Games, 0, 1, 7.36, 10, 0, 0, 14.2, 22, 12, 4, 16, 1.77
Jeffrey Springs, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Craig Stammen, Last 7 Games, 1, 1, 10.13, 7, 0, 0, 5.1, 9, 6, 1, 4, 1.88
Craig Stammen, Last 15 Games, 3, 2, 8.78, 15, 0, 0, 13.1, 19, 13, 4, 10, 1.73
Craig Stammen, Last 30 Games, 3, 2, 7.31, 17, 0, 0, 16.0, 19, 13, 4, 11, 1.44
Ryne Stanek, Last 7 Games, 0, 0, 9.00, 3, 0, 0, 3.0, 4, 3, 1, 2, 1.67
Ryne Stanek, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ryne Stanek, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cody Stashak, Last 7 Games, 0, 0, 3.38, 7, 0, 0, 8.0, 5, 3, 3, 11, 1.00
Cody Stashak, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cody Stashak, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh Staumont, Last 7 Games, 0, 0, 4.76, 7, 0, 0, 5.2, 5, 3, 5, 6, 1.76
Josh Staumont, Last 15 Games, 1, 1, 2.08, 15, 0, 0, 13.0, 9, 3, 11, 22, 1.54
Josh Staumont, Last 30 Games, 1, 1, 2.00, 20, 0, 0, 18.0, 12, 4, 13, 31, 1.39
Robert Stephenson, Last 7 Games, 0, 0, 11.81, 6, 0, 0, 5.1, 7, 7, 1, 7, 1.50
Robert Stephenson, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Robert Stephenson, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Robert Stock, Last 7 Games, 0, 1, 5.87, 7, 0, 0, 7.2, 13, 5, 7, 9, 2.61
Robert Stock, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Robert Stock, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Matt Strahm, Last 7 Games, 0, 0, 4.50, 7, 0, 0, 8.0, 7, 4, 2, 8, 1.13
Matt Strahm, Last 15 Games, 0, 1, 3.24, 15, 0, 0, 16.2, 12, 6, 2, 12, 0.84
Matt Strahm, Last 30 Games, 0, 1, 3.00, 16, 0, 0, 18.0, 12, 6, 2, 12, 0.78
Stephen Strasburg, Last 7 Games, 0, 1, 10.80, 2, 2, 0, 5.0, 8, 6, 1, 2, 1.80
Stephen Strasburg, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Stephen Strasburg, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chris Stratton, Last 7 Games, 1, 0, 1.29, 7, 0, 0, 7.0, 6, 1, 3, 7, 1.29
Chris Stratton, Last 15 Games, 2, 0, 3.06, 15, 0, 0, 17.2, 18, 6, 6, 21, 1.36
Chris Stratton, Last 30 Games, 2, 0, 3.43, 19, 0, 0, 21.0, 18, 8, 8, 25, 1.24
Hunter Strickland, Last 7 Games, 0, 1, 8.10, 4, 0, 0, 3.1, 5, 3, 1, 4, 1.80
Hunter Strickland, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Hunter Strickland, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Pedro Strop, Last 7 Games, 0, 0, 3.86, 4, 0, 0, 2.1, 1, 1, 6, 3, 3.00
Pedro Strop, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Pedro Strop, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ross Stripling, Last 7 Games, 0, 2, 7.04, 2, 1, 0, 7.2, 10, 6, 4, 6, 1.83
Ross Stripling, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ross Stripling, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Andrew Suárez, Last 7 Games, 0, 0, 5.14, 5, 0, 0, 7.0, 9, 4, 5, 4, 2.00
Andrew Suárez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Andrew Suárez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Suarez, Last 7 Games, 0, 2, 38.57, 2, 2, 0, 2.1, 10, 10, 5, 2, 6.43
José Suarez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Suarez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ranger Suárez, Last 7 Games, 0, 0, 10.80, 1, 0, 0, 1.2, 2, 2, 2, 0, 2.40
Ranger Suárez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ranger Suárez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Wander Suero, Last 7 Games, 1, 0, 3.68, 7, 0, 0, 7.1, 5, 3, 4, 8, 1.23
Wander Suero, Last 15 Games, 2, 0, 4.08, 15, 0, 0, 17.2, 17, 8, 5, 19, 1.25
Wander Suero, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cole Sulser, Last 7 Games, 0, 3, 6.23, 7, 0, 1, 8.2, 7, 6, 9, 7, 1.85
Cole Sulser, Last 15 Games, 1, 4, 5.60, 14, 0, 5, 17.2, 12, 11, 14, 16, 1.47
Cole Sulser, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brent Suter, Last 7 Games, 0, 0, 4.22, 7, 1, 0, 10.2, 12, 5, 1, 15, 1.22
Brent Suter, Last 15 Games, 2, 0, 4.05, 12, 1, 0, 20.0, 22, 9, 2, 24, 1.20
Brent Suter, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Erik Swanson, Last 7 Games, 0, 2, 15.19, 6, 0, 0, 5.1, 7, 9, 1, 7, 1.50
Erik Swanson, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Erik Swanson, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Masahiro Tanaka, Last 7 Games, 1, 2, 3.38, 7, 7, 0, 32.0, 30, 12, 5, 29, 1.09
Masahiro Tanaka, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Masahiro Tanaka, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Stephen Tarpley, Last 7 Games, 1, 1, 6.75, 7, 0, 0, 6.2, 7, 5, 4, 9, 1.65
Stephen Tarpley, Last 15 Games, 2, 1, 5.59, 10, 0, 1, 9.2, 9, 6, 5, 10, 1.45
Stephen Tarpley, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dillon Tate, Last 7 Games, 1, 0, 2.31, 7, 0, 0, 11.2, 3, 3, 5, 12, 0.69
Dillon Tate, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dillon Tate, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Blake Taylor, Last 7 Games, 0, 1, 4.15, 7, 0, 0, 4.1, 2, 2, 5, 2, 1.62
Blake Taylor, Last 15 Games, 1, 1, 2.92, 15, 0, 1, 12.1, 9, 4, 11, 10, 1.62
Blake Taylor, Last 30 Games, 1, 1, 2.12, 18, 0, 1, 17.0, 10, 4, 11, 15, 1.24
Josh Taylor, Last 7 Games, 1, 1, 11.37, 7, 0, 0, 6.1, 7, 8, 5, 6, 1.89
Josh Taylor, Last 15 Games, 1, 1, 9.82, 8, 0, 0, 7.1, 7, 8, 5, 7, 1.64
Josh Taylor, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Julio Teheran, Last 7 Games, 0, 3, 8.23, 7, 6, 0, 27.1, 32, 25, 11, 17, 1.57
Julio Teheran, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Julio Teheran, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ryan Tepera, Last 7 Games, 0, 1, 8.10, 7, 0, 0, 6.2, 9, 6, 6, 11, 2.25
Ryan Tepera, Last 15 Games, 0, 1, 4.50, 15, 0, 0, 16.0, 14, 8, 8, 23, 1.38
Ryan Tepera, Last 30 Games, 0, 1, 4.76, 16, 0, 0, 17.0, 16, 9, 8, 26, 1.41
Caleb Thielbar, Last 7 Games, 1, 0, 0.00, 7, 0, 0, 8.2, 6, 0, 3, 13, 1.04
Caleb Thielbar, Last 15 Games, 1, 0, 1.35, 11, 0, 0, 13.1, 12, 2, 5, 17, 1.28
Caleb Thielbar, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ryan Thompson, Last 7 Games, 0, 1, 3.86, 7, 0, 0, 7.0, 6, 3, 1, 9, 1.00
Ryan Thompson, Last 15 Games, 1, 2, 4.91, 15, 1, 0, 14.2, 17, 8, 4, 12, 1.43
Ryan Thompson, Last 30 Games, 1, 2, 3.98, 18, 1, 0, 20.1, 22, 9, 7, 16, 1.43
Tyler Thornburg, Last 7 Games, 0, 0, 4.50, 6, 0, 0, 6.0, 4, 3, 4, 7, 1.33
Tyler Thornburg, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tyler Thornburg, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trent Thornton, Last 7 Games, 0, 0, 11.12, 3, 3, 0, 5.2, 15, 7, 3, 6, 3.18
Trent Thornton, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trent Thornton, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Lewis Thorpe, Last 7 Games, 0, 1, 6.06, 7, 1, 0, 16.1, 24, 11, 10, 10, 2.08
Lewis Thorpe, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Lewis Thorpe, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jesus Tinoco, Last 7 Games, 0, 0, 0.00, 3, 0, 0, 5.0, 0, 0, 3, 3, 0.60
Jesus Tinoco, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jesus Tinoco, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh Tomlin, Last 7 Games, 1, 2, 5.23, 7, 4, 0, 20.2, 24, 12, 6, 15, 1.45
Josh Tomlin, Last 15 Games, 2, 2, 3.77, 12, 4, 0, 28.2, 26, 12, 6, 26, 1.12
Josh Tomlin, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Touki Toussaint, Last 7 Games, 0, 1, 7.89, 6, 4, 0, 21.2, 20, 19, 13, 28, 1.52
Touki Toussaint, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Touki Toussaint, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Blake Treinen, Last 7 Games, 1, 1, 3.86, 7, 0, 1, 7.0, 4, 3, 0, 3, 0.57
Blake Treinen, Last 15 Games, 3, 1, 2.93, 15, 0, 1, 15.1, 11, 5, 4, 10, 0.98
Blake Treinen, Last 30 Games, 3, 2, 2.25, 20, 0, 1, 20.0, 13, 5, 7, 15, 1.00
Andrew Triggs, Last 7 Games, 0, 1, 6.00, 2, 1, 0, 6.0, 6, 4, 2, 7, 1.33
Andrew Triggs, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Andrew Triggs, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Lou Trivino, Last 7 Games, 0, 0, 0.00, 7, 0, 0, 9.2, 5, 0, 3, 10, 0.83
Lou Trivino, Last 15 Games, 0, 0, 2.70, 13, 0, 0, 16.2, 11, 5, 5, 19, 0.96
Lou Trivino, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Tropeano, Last 7 Games, 1, 0, 0.84, 4, 0, 0, 10.2, 9, 1, 3, 12, 1.13
Nick Tropeano, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Tropeano, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Spencer Turnbull, Last 7 Games, 4, 2, 3.53, 7, 7, 0, 35.2, 25, 14, 22, 26, 1.32
Spencer Turnbull, Last 15 Games, 4, 2, 3.32, 8, 8, 0, 40.2, 28, 15, 26, 34, 1.33
Spencer Turnbull, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nik Turley, Last 7 Games, 0, 1, 4.50, 7, 0, 1, 6.0, 4, 3, 3, 7, 1.17
Nik Turley, Last 15 Games, 0, 1, 4.05, 15, 0, 1, 13.1, 7, 6, 9, 14, 1.20
Nik Turley, Last 30 Games, 0, 1, 4.11, 17, 0, 1, 15.1, 9, 7, 10, 14, 1.24
Duane Underwood Jr., Last 7 Games, 0, 0, 0.00, 7, 0, 0, 6.2, 3, 0, 1, 9, 0.60
Duane Underwood Jr., Last 15 Games, 1, 0, 5.40, 14, 0, 0, 16.2, 15, 10, 5, 22, 1.20
Duane Underwood Jr., Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Ureña, Last 7 Games, 0, 0, 5.40, 1, 1, 0, 5.0, 4, 3, 3, 2, 1.40
José Ureña, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Ureña, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Julio Urías, Last 7 Games, 3, 0, 4.18, 7, 7, 0, 32.1, 32, 15, 9, 32, 1.27
Julio Urías, Last 15 Games, 3, 0, 3.86, 8, 8, 0, 37.1, 37, 16, 12, 35, 1.31
Julio Urías, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jose Urquidy, Last 7 Games, 0, 0, 4.91, 1, 1, 0, 3.2, 4, 2, 3, 2, 1.91
Jose Urquidy, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jose Urquidy, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Framber Valdez, Last 7 Games, 3, 2, 3.38, 7, 6, 0, 48.0, 45, 18, 13, 48, 1.21
Framber Valdez, Last 15 Games, 3, 3, 3.61, 8, 7, 0, 52.1, 49, 21, 14, 50, 1.20
Framber Valdez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Phillips Valdez, Last 7 Games, 1, 1, 6.48, 7, 0, 0, 8.1, 12, 6, 9, 9, 2.52
Phillips Valdez, Last 15 Games, 1, 1, 3.48, 15, 0, 0, 20.2, 26, 8, 13, 21, 1.89
Phillips Valdez, Last 30 Games, 1, 1, 3.04, 17, 0, 0, 23.2, 27, 8, 13, 24, 1.69
Vince Velasquez, Last 7 Games, 0, 0, 5.85, 6, 4, 0, 20.0, 21, 13, 11, 29, 1.60
Vince Velasquez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Vince Velasquez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Pat Venditte, Last 7 Games, 0, 0, 0.00, 3, 0, 0, 4.1, 1, 0, 0, 5, 0.23
Pat Venditte, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Pat Venditte, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Justin Verlander, Last 7 Games, 1, 0, 3.00, 1, 1, 0, 6.0, 3, 2, 1, 7, 0.67
Justin Verlander, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Justin Verlander, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Alex Vesia, Last 7 Games, 0, 1, 18.69, 5, 0, 0, 4.1, 7, 9, 7, 5, 3.23
Alex Vesia, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Alex Vesia, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Vincent, Last 7 Games, 0, 1, 1.23, 7, 0, 2, 7.1, 5, 1, 0, 7, 0.68
Nick Vincent, Last 15 Games, 1, 2, 2.87, 14, 0, 3, 15.2, 13, 5, 2, 10, 0.96
Nick Vincent, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Austin Voth, Last 7 Games, 0, 5, 8.26, 7, 7, 0, 28.1, 39, 26, 12, 23, 1.80
Austin Voth, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Austin Voth, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Edinson Vólquez, Last 7 Games, 2, 1, 6.35, 7, 0, 0, 5.2, 6, 4, 2, 3, 1.41
Edinson Vólquez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Edinson Vólquez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Michael Wacha, Last 7 Games, 1, 3, 7.50, 6, 6, 0, 24.0, 35, 20, 7, 30, 1.75
Michael Wacha, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Michael Wacha, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jacob Waguespack, Last 7 Games, 0, 0, 6.75, 7, 0, 0, 9.1, 15, 7, 7, 11, 2.36
Jacob Waguespack, Last 15 Games, 0, 0, 4.85, 9, 0, 0, 13.0, 15, 7, 8, 15, 1.77
Jacob Waguespack, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Bobby Wahl, Last 7 Games, 0, 1, 11.57, 3, 0, 0, 2.1, 4, 3, 0, 1, 1.71
Bobby Wahl, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Bobby Wahl, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Adam Wainwright, Last 7 Games, 4, 0, 2.68, 6, 6, 0, 40.1, 28, 12, 9, 31, 0.92
Adam Wainwright, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Adam Wainwright, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Marcus Walden, Last 7 Games, 0, 0, 17.36, 7, 0, 1, 4.2, 10, 9, 3, 1, 2.79
Marcus Walden, Last 15 Games, 0, 1, 9.53, 12, 0, 1, 11.1, 17, 12, 9, 8, 2.29
Marcus Walden, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Taijuan Walker, Last 7 Games, 1, 0, 1.15, 3, 3, 0, 15.2, 12, 2, 9, 11, 1.34
Taijuan Walker, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Taijuan Walker, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tony Watson, Last 7 Games, 1, 0, 0.00, 7, 0, 2, 6.1, 3, 0, 1, 5, 0.63
Tony Watson, Last 15 Games, 1, 0, 0.68, 15, 0, 2, 13.1, 6, 1, 2, 11, 0.60
Tony Watson, Last 30 Games, 1, 0, 0.64, 16, 0, 2, 14.0, 7, 1, 2, 11, 0.64
Luke Weaver, Last 7 Games, 1, 4, 5.22, 7, 7, 0, 29.1, 33, 17, 9, 30, 1.43
Luke Weaver, Last 15 Games, 1, 6, 7.12, 9, 9, 0, 36.2, 47, 29, 14, 41, 1.66
Luke Weaver, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jacob Webb, Last 7 Games, 0, 0, 0.00, 1, 0, 0, 2.0, 2, 0, 0, 3, 1.00
Jacob Webb, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jacob Webb, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Logan Webb, Last 7 Games, 2, 3, 5.88, 7, 7, 0, 33.2, 33, 22, 13, 33, 1.37
Logan Webb, Last 15 Games, 2, 3, 5.23, 9, 9, 0, 41.1, 43, 24, 18, 39, 1.48
Logan Webb, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tyler Webb, Last 7 Games, 0, 0, 1.29, 7, 0, 0, 7.0, 8, 1, 3, 5, 1.57
Tyler Webb, Last 15 Games, 1, 1, 2.92, 13, 0, 0, 12.1, 11, 4, 6, 9, 1.38
Tyler Webb, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ryan Weber, Last 7 Games, 0, 0, 3.52, 7, 2, 0, 23.0, 20, 9, 3, 12, 1.00
Ryan Weber, Last 15 Games, 0, 2, 5.45, 10, 5, 0, 33.0, 35, 20, 12, 15, 1.42
Ryan Weber, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jordan Weems, Last 7 Games, 0, 0, 2.57, 4, 0, 0, 7.0, 6, 2, 1, 7, 1.00
Jordan Weems, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jordan Weems, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Patrick Weigel, Last 7 Games, 0, 0, 27.00, 1, 0, 0, 0.2, 2, 2, 3, 0, 7.50
Patrick Weigel, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Patrick Weigel, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
J.B. Wendelken, Last 7 Games, 0, 1, 0.00, 7, 0, 0, 9.0, 7, 0, 2, 11, 1.00
J.B. Wendelken, Last 15 Games, 1, 1, 1.45, 15, 0, 0, 18.2, 14, 3, 6, 22, 1.07
J.B. Wendelken, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Zack Wheeler, Last 7 Games, 3, 0, 2.66, 7, 7, 0, 44.0, 42, 13, 7, 32, 1.11
Zack Wheeler, Last 15 Games, 4, 0, 2.47, 8, 8, 0, 51.0, 47, 14, 9, 36, 1.10
Zack Wheeler, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kodi Whitley, Last 7 Games, 0, 0, 0.00, 2, 0, 0, 2.2, 0, 0, 0, 3, 0.00
Kodi Whitley, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kodi Whitley, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Rowan Wick, Last 7 Games, 0, 0, 6.75, 7, 0, 0, 5.1, 8, 4, 2, 7, 1.88
Rowan Wick, Last 15 Games, 0, 0, 3.38, 15, 0, 4, 13.1, 16, 5, 4, 15, 1.50
Rowan Wick, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Taylor Widener, Last 7 Games, 0, 1, 6.39, 7, 0, 0, 12.2, 10, 9, 8, 16, 1.42
Taylor Widener, Last 15 Games, 0, 1, 4.42, 10, 0, 0, 18.1, 12, 9, 10, 20, 1.20
Taylor Widener, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brad Wieck, Last 7 Games, 0, 0, 18.00, 1, 0, 0, 1.0, 1, 2, 1, 2, 2.00
Brad Wieck, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brad Wieck, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Devin Williams, Last 7 Games, 2, 0, 0.00, 7, 0, 0, 8.1, 0, 0, 2, 18, 0.24
Devin Williams, Last 15 Games, 3, 1, 0.53, 15, 0, 0, 17.0, 4, 1, 6, 35, 0.59
Devin Williams, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Taylor Williams, Last 7 Games, 0, 0, 9.00, 1, 0, 0, 1.0, 2, 1, 0, 1, 2.00
Taylor Williams, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Taylor Williams, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trevor Williams, Last 7 Games, 1, 5, 5.65, 7, 7, 0, 36.2, 41, 23, 14, 35, 1.50
Trevor Williams, Last 15 Games, 1, 6, 5.80, 8, 8, 0, 40.1, 46, 26, 15, 38, 1.51
Trevor Williams, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Bryse Wilson, Last 7 Games, 0, 0, 6.75, 3, 0, 1, 6.2, 9, 5, 6, 4, 2.25
Bryse Wilson, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Bryse Wilson, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Justin Wilson, Last 7 Games, 0, 0, 5.40, 7, 0, 0, 6.2, 9, 4, 2, 8, 1.65
Justin Wilson, Last 15 Games, 1, 1, 5.27, 15, 0, 0, 13.2, 16, 8, 6, 16, 1.61
Justin Wilson, Last 30 Games, 1, 1, 4.80, 17, 0, 0, 15.0, 18, 8, 6, 19, 1.60
Dan Winkler, Last 7 Games, 0, 0, 1.23, 7, 0, 0, 7.1, 4, 1, 3, 6, 0.95
Dan Winkler, Last 15 Games, 0, 0, 2.63, 13, 0, 0, 13.2, 6, 4, 10, 12, 1.17
Dan Winkler, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Matt Wisler, Last 7 Games, 0, 0, 0.73, 7, 4, 1, 12.1, 5, 1, 6, 14, 0.89
Matt Wisler, Last 15 Games, 0, 1, 0.92, 12, 4, 1, 19.2, 8, 2, 11, 24, 0.97
Matt Wisler, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Wittgren, Last 7 Games, 1, 0, 1.23, 7, 0, 0, 7.1, 1, 1, 2, 4, 0.41
Nick Wittgren, Last 15 Games, 2, 0, 2.45, 15, 0, 0, 14.2, 8, 4, 4, 14, 0.82
Nick Wittgren, Last 30 Games, 2, 0, 1.93, 19, 0, 0, 18.2, 11, 4, 4, 17, 0.80
Asher Wojciechowski, Last 7 Games, 1, 2, 4.76, 7, 6, 0, 28.1, 32, 15, 9, 23, 1.45
Asher Wojciechowski, Last 15 Games, 1, 3, 5.13, 8, 7, 0, 33.1, 36, 19, 11, 30, 1.41
Asher Wojciechowski, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Alex Wood, Last 7 Games, 0, 1, 4.26, 4, 1, 0, 6.1, 5, 3, 5, 9, 1.58
Alex Wood, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Alex Wood, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jake Woodford, Last 7 Games, 0, 0, 3.94, 7, 1, 0, 16.0, 15, 7, 1, 9, 1.00
Jake Woodford, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jake Woodford, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brandon Woodruff, Last 7 Games, 1, 2, 4.67, 7, 7, 0, 34.2, 36, 18, 13, 40, 1.41
Brandon Woodruff, Last 15 Games, 2, 3, 3.91, 9, 9, 0, 46.0, 41, 20, 15, 55, 1.22
Brandon Woodruff, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
